title,company,location,date_posted,job_type,job_url,country,source
Mobile Application Developer (Android),DataAnnotation,"Kentucky, United States",2026-04-27,Not Specified,https://www.linkedin.com/jobs/view/4334609301,United States,LinkedIn
Network Admin,Bell,"Ottawa, Ontario, Canada",2026-04-27,Not Specified,https://www.linkedin.com/jobs/view/4407540826,Canada,LinkedIn
Product Manager,Pay10 UAE,"Dubai, United Arab Emirates",2026-04-27,Not Specified,https://www.linkedin.com/jobs/view/4405106359,UAE,LinkedIn
Manager - Marketing,Ali Abdulwahab Al Mutawa Commercial Co.,"Hawally, Hawalli, Kuwait",2026-04-27,Not Specified,https://www.linkedin.com/jobs/view/4405986325,Kuwait,LinkedIn
Mobile Application Developer (Android),DataAnnotation,"Ohio, United States",2026-04-27,Not Specified,https://www.linkedin.com/jobs/view/4334770029,United States,LinkedIn
Game Tester | $20/hr Remote,Crossing Hurdles,Not Specified,2026-04-27,Not Specified,https://www.linkedin.com/jobs/view/4404691938,United Kingdom,LinkedIn
Product Manager,Questrade Financial Group,"North York, Ontario, Canada",2026-04-27,Not Specified,https://www.linkedin.com/jobs/view/4400828815,Canada,LinkedIn
Android Developer,DataAnnotation,"Idaho, United States",2026-04-27,Not Specified,https://www.linkedin.com/jobs/view/4334700244,United States,LinkedIn
Network Engineer Data Center - Cisco ACI and Cisco Network Infrastructure (m/f/d),Fresenius Group,"Bad Homburg, Hesse, Germany",2026-04-27,Not Specified,https://www.linkedin.com/jobs/view/4405151269,Germany,LinkedIn
Mobile Application Developer (Android),DataAnnotation,"Tennessee, United States",2026-04-27,Not Specified,https://www.linkedin.com/jobs/view/4334579990,United States,LinkedIn
Android Developer,DataAnnotation,"Rhode Island, United States",2026-04-27,Not Specified,https://www.linkedin.com/jobs/view/4334700250,United States,LinkedIn
Senior Product Designer (w/m/d),HERO Software,"Berlin, Berlin, Germany",2026-04-27,Not Specified,https://www.linkedin.com/jobs/view/4391551799,Germany,LinkedIn
Cloud Engineer,Empiric,"Amstelveen, North Holland, Netherlands",2026-04-27,Not Specified,https://www.linkedin.com/jobs/view/4407195404,Netherlands,LinkedIn
Data Engineer | FinTech,Edison Smart®,"Abu Dhabi, Abu Dhabi Emirate, United Arab Emirates",2026-04-27,Not Specified,https://www.linkedin.com/jobs/view/4407412266,UAE,LinkedIn
Cloud Engineer,Codex,Not Specified,2026-04-27,Not Specified,https://www.linkedin.com/jobs/view/4407194511,Germany,LinkedIn
Product Designer,Rent The Runway,"Brooklyn, NY",2026-04-27,Not Specified,https://www.linkedin.com/jobs/view/4407472622,United States,LinkedIn
Network Infrastructure Engineer - CCIE Certified,Emdad By Elm,"Makkah, Saudi Arabia",2026-04-27,Not Specified,https://www.linkedin.com/jobs/view/4405974294,Saudi Arabia,LinkedIn
Software Engineer - Frontend,ai71,"Abu Dhabi, Abu Dhabi Emirate, United Arab Emirates",2026-04-27,Not Specified,https://www.linkedin.com/jobs/view/4407192738,UAE,LinkedIn
Frontend Developer HALO,CM.com,"Tilburg, North Brabant, Netherlands",2026-04-27,Not Specified,https://www.linkedin.com/jobs/view/4367265503,Netherlands,LinkedIn
Wayfinding Design Specialist,Qatar Airways,Not Specified,2026-04-27,Not Specified,https://www.linkedin.com/jobs/view/4406206739,Qatar,LinkedIn
F&B Development Officer | Product Development & Design,Qatar Airways,Not Specified,2026-04-27,Not Specified,https://www.linkedin.com/jobs/view/4405972593,Qatar,LinkedIn
Graphic Designer - Arabic Speaker,Ariane Real Estate,"Doha, Doha, Qatar",2026-04-27,Not Specified,https://www.linkedin.com/jobs/view/4406207154,Qatar,LinkedIn
DevOps Engineer,HCLTech,"Amsterdam, North Holland, Netherlands",2026-04-27,Not Specified,https://www.linkedin.com/jobs/view/4407190792,Netherlands,LinkedIn
Back End Developer,BET99,Not Specified,2026-04-27,Not Specified,https://www.linkedin.com/jobs/view/4328036231,Canada,LinkedIn
Senior Frontend Developer,Systems Limited - Egypt,"Giza, Al Jizah, Egypt",2026-04-27,Not Specified,https://www.linkedin.com/jobs/view/4407408307,Egypt,LinkedIn
Back End Developer,Valnet,"Montreal, Quebec, Canada",2026-04-27,Not Specified,https://www.linkedin.com/jobs/view/4407447214,Canada,LinkedIn
Backend Software Engineer,Scotiabank,"Scarborough, Ontario, Canada",2026-04-27,Not Specified,https://www.linkedin.com/jobs/view/4406224496,Canada,LinkedIn
Lead User Researcher,Softwire,"London Area, United Kingdom",2026-04-27,Not Specified,https://www.linkedin.com/jobs/view/4390845037,United Kingdom,LinkedIn
Network Administrator,CAA Club Group,"Vaughan, Ontario, Canada",2026-04-27,Not Specified,https://www.linkedin.com/jobs/view/4385771136,Canada,LinkedIn
Lead Data Intelligence Machine Learning Engineer,Dyson,"Dubai, Dubai, United Arab Emirates",2026-04-27,Not Specified,https://www.linkedin.com/jobs/view/4397788196,UAE,LinkedIn
Mobile Software Engineer,DataAnnotation,Not Specified,2026-04-27,Not Specified,https://www.linkedin.com/jobs/view/4334750054,Canada,LinkedIn
Software Engineer  II - Frontend,talabat,"Dubai, Dubai, United Arab Emirates",2026-04-27,Not Specified,https://www.linkedin.com/jobs/view/4405983683,UAE,LinkedIn
Network Security Engineer - Saudi Nationals Only,Accenture Middle East,"Jiddah, Makkah, Saudi Arabia",2026-04-27,Not Specified,https://www.linkedin.com/jobs/view/4406200871,Saudi Arabia,LinkedIn
Cloud Engineer,Procode,"Eastleigh, England, UK",2026-04-27,Not Specified,https://www.linkedin.com/jobs/view/4407193304,United Kingdom,LinkedIn
Commercial Analyst,aramco digital,"Riyadh, Saudi Arabia",2026-04-27,Not Specified,https://www.linkedin.com/jobs/view/4405980868,Saudi Arabia,LinkedIn
"Product Designer / Head of Design | Openings for designers who want to own the product, not decorate it",TechTree,"Berlin, Berlin, Germany",2026-04-27,Not Specified,https://www.linkedin.com/jobs/view/4406200200,Germany,LinkedIn
System Test and Performance Engineer,Larsen & Toubro,"Riyadh, Riyadh, Saudi Arabia",2026-04-27,Not Specified,https://www.linkedin.com/jobs/view/4359914274,Saudi Arabia,LinkedIn
Mobile Game Developer | Remote,Crossing Hurdles,Not Specified,2026-04-27,Not Specified,https://www.linkedin.com/jobs/view/4405984481,Canada,LinkedIn
Senior Technical Software Engineer - FullStack - Shared Services,Emirates,"Dubai, Dubai, United Arab Emirates",2026-04-27,Not Specified,https://www.linkedin.com/jobs/view/4404692787,UAE,LinkedIn
iOS-Entwickler (m/w/d),petaFuel GmbH,"Freising, Bavaria, Germany",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4405919909,Germany,LinkedIn
Cyber Security Engineer,Damen,"Vlissingen, Zeeland, Netherlands",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4305132689,Netherlands,LinkedIn
Senior Full-Stack ML Engineer (m/w/d),Cint,"Berlin, Berlin, Germany",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4375828223,Germany,LinkedIn
"Education City Job Fair 2025 | Consultative Businesses (Cyber, Engineering, AI & Data, Enterprise Technology & Performance, Customer, Human Capital) | All Levels",Deloitte,"Doha, Doha, Qatar",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4156722739,Qatar,LinkedIn
QS Engineer,Ariane Real Estate,"Doha, Doha, Qatar",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4405930124,Qatar,LinkedIn
Brand Expert,Alghanim Industries,Not Specified,2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4407110336,Kuwait,LinkedIn
Senior Applied Scientist,Inception,"Abu Dhabi, Abu Dhabi Emirate, United Arab Emirates",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4304534438,UAE,LinkedIn
Frontend Engineer Intern,Dexmate,"Santa Clara, CA",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4376182749,United States,LinkedIn
Wealth Technology Engineering & Integration Consultant | Senior Consultant- Manager| Banking Solutions,Deloitte,"Doha, Doha, Qatar",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4359424340,Qatar,LinkedIn
AI Engineer - Summer Internship,targetjobs UK,"London, England, UK",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4405930502,United Kingdom,LinkedIn
Frontend Engineer,bunq,"Amsterdam, North Holland, Netherlands",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4405917841,Netherlands,LinkedIn
Software Engineer,The Vydar Group,"The Hague, South Holland, Netherlands",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4407130094,Netherlands,LinkedIn
Product Manager – Masterbatch,ELSEWEDY POLYMERS,"10th of Ramadan, Sharkia, Egypt",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4407125347,Egypt,LinkedIn
Staff Software Engineer – Growth,Kraken,Not Specified,2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4324599160,UAE,LinkedIn
Product Manager,Airbus,"Waterloo, Ontario, Canada",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4345014448,Canada,LinkedIn
Sales Manager,Starlink Qatar,"Doha, Qatar",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4404615957,Qatar,LinkedIn
Data & Analytics Architect,Starlink Qatar,"Doha, Qatar",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4404635377,Qatar,LinkedIn
Linux Administrator,Synechron,"Charlotte, NC",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4404632857,United States,LinkedIn
"Automation and Cybersecurity Engineer- Dubai, UAE",Siemens,"Dubai, Dubai, United Arab Emirates",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4374327877,UAE,LinkedIn
Solution & APP Architect,Starlink Qatar,"Doha, Qatar",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4404634466,Qatar,LinkedIn
Mobile Application Developer (Android),DataAnnotation,"Arizona, United States",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4334680329,United States,LinkedIn
Android Software Engineer,DataAnnotation,Not Specified,2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4334579994,United Kingdom,LinkedIn
Mobile Application Developer (IOS),Confidential,Not Specified,2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4404612825,Saudi Arabia,LinkedIn
Business Analyst,Arla Foods,"Riyadh, Saudi Arabia",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4407117493,Saudi Arabia,LinkedIn
Android Developer,develop,"Southampton, England, UK",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4404634813,United Kingdom,LinkedIn
Transportation Systems Engineer (f/m/d),DB Engineering & Consulting,"Riyadh, Saudi Arabia",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4404645091,Saudi Arabia,LinkedIn
Data Analyst,Synergis,"Cupertino, CA",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4405921676,United States,LinkedIn
Senior Machine Learning Engineer,Siemens,"Qesm 2nd New Cairo, Cairo, Egypt",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4374076934,Egypt,LinkedIn
Cloud Infrastructure Senior Engineer,Network International,"New Cairo, Cairo, Egypt",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4407141112,Egypt,LinkedIn
Kotlin Expert (SME) - Freelance Project,"Meridial Marketplace, by Invisible",Not Specified,2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4334840459,Egypt,LinkedIn
Tamheer - UX Designer,Bupa Arabia,"Jiddah, Makkah, Saudi Arabia",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4405931765,Saudi Arabia,LinkedIn
Junior QA Engineer,Snoonu,Not Specified,2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4405924353,United States,LinkedIn
User Researcher,Rightmove,"London, England, UK",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4374630377,United Kingdom,LinkedIn
User Researcher (Independent Contractor),DataAnnotation,Not Specified,2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4367669729,United Kingdom,LinkedIn
Full Stack Engineer,eBay,"Toronto, Ontario, Canada",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4383168451,Canada,LinkedIn
Mobile Application Developer (Android),DataAnnotation,"Nevada, United States",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4334579987,United States,LinkedIn
Mobile Application Developer (Android),DataAnnotation,Not Specified,2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4334720156,United Kingdom,LinkedIn
Intermediate Front-End Developer,Tiller Digital,"Calgary, Alberta, Canada",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4407123024,Canada,LinkedIn
Saudi Engineers - 𝗜𝗺𝗺𝗲𝗱𝗶𝗮𝘁𝗲 𝗛𝗶𝗿𝗶𝗻𝗴,الرواف للمقاولات Alrawaf Contracting,"Riyadh, Saudi Arabia",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4407132094,Saudi Arabia,LinkedIn
Senior Manager Business Intelligence,Esports Foundation,"Riyadh, Riyadh, Saudi Arabia",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4407113358,Saudi Arabia,LinkedIn
Android Engineer,Speak,Not Specified,2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4087006081,United States,LinkedIn
Quality Engineer,Confidential,"Hawally, Hawalli, Kuwait",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4404621700,Kuwait,LinkedIn
"Machine Learning Engineer, Agentic AI",Zillow,Not Specified,2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4385528913,United States,LinkedIn
QAQC Engineer - Procurement,Doha Petroleum Construction Co. W.L.L,"Doha, Qatar",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4407105971,Qatar,LinkedIn
Android Software Engineer,Wing,"Palo Alto, CA",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4344536410,United States,LinkedIn
Site Reliability Engineer III,hackajob,"Plano, TX",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4405930920,United States,LinkedIn
Cloud DevOps Engineer,HDI Group,"Hannover, Lower Saxony, Germany",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4375430434,Germany,LinkedIn
iOS Developer,Flitsmeister,"Veenendaal, Utrecht, Netherlands",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4384262308,Netherlands,LinkedIn
Mobile Developer React Native (m/w/d),heylogin,"Brunswick, Lower Saxony, Germany",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4404670029,Germany,LinkedIn
Senior Manager Planning and Budgeting,Riyadh University of Arts جامعة الرياض للفنون,"Riyadh, Saudi Arabia",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4404629846,Saudi Arabia,LinkedIn
Senior Network Engineer,Yamaha Motor Europe N.V.,"Schiphol-Rijk, North Holland, Netherlands",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4397483966,Netherlands,LinkedIn
Senior Full-Stack Engineer (.NET Core & Angular),Halan - حالا,"Giza, Al Jizah, Egypt",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4405913958,Egypt,LinkedIn
Information Security Specialist - Cyber Security Incident Response,TD,"Toronto, Ontario, Canada",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4397721235,Canada,LinkedIn
Data Engineer,PA Consulting,"Belfast, Northern Ireland, UK",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4320376195,United Kingdom,LinkedIn
Mobile Application Developer (Android),DataAnnotation,"Alaska, United States",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4334650785,United States,LinkedIn
Digital Product Specialist,EVA pharma,"Giza, Al Jizah, Egypt",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4407111426,Egypt,LinkedIn
Senior Faculty in Data Science and Artificial Intelligence,Weill Cornell Medicine - Qatar,"Doha, Qatar",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4398236736,Qatar,LinkedIn
Senior Planning Manager,Mace,"Riyadh, Riyadh, Saudi Arabia",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4375882496,Saudi Arabia,LinkedIn
Android Entwickler (m/w/d),TBO,"Berlin, Berlin, Germany",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4404649243,Germany,LinkedIn
Mobile Software Engineer - Enterprise,Substack,"New York, NY",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4407123762,United States,LinkedIn
Software Engineer - Rust - Product Engineering,Kraken,Not Specified,2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4374364620,UAE,LinkedIn
Product & Pricing Manager | Al-Futtaim Automotive - BYD | KSA | Riyadh,Al-Futtaim,Not Specified,2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4407132288,Saudi Arabia,LinkedIn
CRM Supervisor - Mercedes Benz,Abou Ghaly Motors,"Cairo, Cairo, Egypt",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4407110468,Egypt,LinkedIn
Senior Key Account Specialist,Abunayyan Holding,"Riyadh, Saudi Arabia",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4407121310,Saudi Arabia,LinkedIn
Data Engineer,hackajob,"Newcastle Upon Tyne, England, UK",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4394264684,United Kingdom,LinkedIn
Tamheer – Web Development,Bupa Arabia,"Jiddah, Makkah, Saudi Arabia",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4405916824,Saudi Arabia,LinkedIn
"Software Engineer, Media Encoding Pipelines (L4)",Netflix,Not Specified,2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4373435862,United States,LinkedIn
Data Engineer,Devoteam,"Riyadh, Riyadh, Saudi Arabia",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4394412528,Saudi Arabia,LinkedIn
Senior Data Analyst,Maximus KSA | ماكسيموس السعودية,"Riyadh, Saudi Arabia",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4407122564,Saudi Arabia,LinkedIn
AI Engineer 1,"Mirai, a Scopely company","Riyadh, Riyadh, Saudi Arabia",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4407106853,Saudi Arabia,LinkedIn
Tamheer - UX Researcher,Bupa Arabia,"Jiddah, Makkah, Saudi Arabia",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4405921834,Saudi Arabia,LinkedIn
Software Developer Backend (SFIA5),Zaizi,"London, England, UK",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4405915552,United Kingdom,LinkedIn
Senior DevOps / Cloud Engineer (m/w/d),QAVION GROUP,Not Specified,2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4404623622,Germany,LinkedIn
Cybersecurity Specialist (m/w/d),enercity,"Hannover, Lower Saxony, Germany",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4407102778,Germany,LinkedIn
Junior Software Testing Engineer (AI & Technology),Master Works,"Riyadh, Riyadh, Saudi Arabia",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4407128199,Saudi Arabia,LinkedIn
Software Engineer (m/w/d) Junior / Senior,Autohaus Tabor GmbH,"Achern, Baden-Württemberg, Germany",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4404641346,Germany,LinkedIn
Network Security Engineer,Starlink Qatar,"Doha, Qatar",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4404632220,Qatar,LinkedIn
Data Annotator (Bulgarian) | $15/hr Remote,Crossing Hurdles,Not Specified,2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4394270366,Egypt,LinkedIn
AI & Automation Analyst,TP,"Qesm El Maadi, Cairo, Egypt",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4407117274,Egypt,LinkedIn
Frontend Webentwickler/ Webdeveloper (w/m/d) in Passau,NETPROFIT,"Passau, Bavaria, Germany",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4404643138,Germany,LinkedIn
Web Developer (m/w/d),heylogin,"Brunswick, Lower Saxony, Germany",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4404655723,Germany,LinkedIn
Platform / Cloud Architect,Starlink Qatar,"Doha, Qatar",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4404632467,Qatar,LinkedIn
"Senior Data Center Facility Engineer, AWS",Amazon Web Services (AWS),"Riyadh, Riyadh, Saudi Arabia",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4359763355,Saudi Arabia,LinkedIn
UX Researcher II,UXR Hunt,"New York, NY",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4405913934,United States,LinkedIn
Senior Network Engineer,TP,"Qesm El Maadi, Cairo, Egypt",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4407131061,Egypt,LinkedIn
Software Engineer - Python | Remote,Crossing Hurdles,Not Specified,2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4384264455,United Kingdom,LinkedIn
Data Engineer,Masdr - مصدر,"Riyadh, Saudi Arabia",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4407123931,Saudi Arabia,LinkedIn
Frontend Developer,Confidential,Not Specified,2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4404613822,Saudi Arabia,LinkedIn
Cybersecurity Architect,Starlink Qatar,"Doha, Qatar",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4404637649,Qatar,LinkedIn
DevOps & Automation Senior Specialist,EMKAN | إمكان,"Riyadh, Saudi Arabia",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4405922493,Saudi Arabia,LinkedIn
Software Engineer - Rust - Core Engineering,Kraken,Not Specified,2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4374363640,UAE,LinkedIn
Security Specialist (m/w/d),DENIC eG,"Frankfurt, Hesse, Germany",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4406891894,Germany,LinkedIn
Senior IT Security Compliance Engineer,Arrow Components,"Cairo, Cairo, Egypt",2026-04-26,Not Specified,https://www.linkedin.com/jobs/view/4407112995,Egypt,LinkedIn
Software Development Engineer,Siemens,"Cairo, Cairo, Egypt",2026-04-25,Not Specified,https://www.linkedin.com/jobs/view/4374077916,Egypt,LinkedIn
Android Developer,DataAnnotation,"New Hampshire, United States",2026-04-25,Not Specified,https://www.linkedin.com/jobs/view/4374791880,United States,LinkedIn
Product Designer,Analog,"Abu Dhabi, Abu Dhabi Emirate, United Arab Emirates",2026-04-25,Not Specified,https://www.linkedin.com/jobs/view/4290915023,UAE,LinkedIn
"Software Engineer, Pricing",Lyft,"Toronto, Ontario, Canada",2026-04-25,Not Specified,https://www.linkedin.com/jobs/view/4367353579,Canada,LinkedIn
"Data Engineer, Finance",Notion,"San Francisco, CA",2026-04-25,Not Specified,https://www.linkedin.com/jobs/view/4344448909,United States,LinkedIn
Tech Lead – Logistics Systems,Snoonu,"Doha, Doha, Qatar",2026-04-25,Not Specified,https://www.linkedin.com/jobs/view/4344789217,Qatar,LinkedIn
"Python/Data Engineer - SMA Solutions, Associate",BlackRock,"San Francisco, CA",2026-04-25,Not Specified,https://www.linkedin.com/jobs/view/4343494230,United States,LinkedIn
"Product Designer, MENA",Brain Co.,"Abu Dhabi, Abu Dhabi Emirate, United Arab Emirates",2026-04-25,Not Specified,https://www.linkedin.com/jobs/view/4375692593,UAE,LinkedIn
Senior Product Designer,Planet,"Haarlem, North Holland, Netherlands",2026-04-25,Not Specified,https://www.linkedin.com/jobs/view/4379994012,Netherlands,LinkedIn
Senior Product Designer,Podimo,Not Specified,2026-04-25,Not Specified,https://www.linkedin.com/jobs/view/4384287823,Netherlands,LinkedIn
Back-end Engineer Integration and AI (PHP/Python),Nextcloud,Not Specified,2026-04-25,Not Specified,https://www.linkedin.com/jobs/view/4404167827,Germany,LinkedIn
Quant Research Analyst,Revolut,Not Specified,2026-04-25,Not Specified,https://www.linkedin.com/jobs/view/4374380588,UAE,LinkedIn
Brand Designer,Fuse Energy,"Dubai, Dubai, United Arab Emirates",2026-04-25,Not Specified,https://www.linkedin.com/jobs/view/4344464501,UAE,LinkedIn
"Senior iOS Engineer, GTPN Platform",Airwallex,"Amsterdam, North Holland, Netherlands",2026-04-25,Not Specified,https://www.linkedin.com/jobs/view/4344619415,Netherlands,LinkedIn
DevOps SRE Engineer - Observability & Automation,TAT IT Technolgies,"Abu Dhabi, Abu Dhabi Emirate, United Arab Emirates",2026-04-25,Not Specified,https://www.linkedin.com/jobs/view/4405759595,UAE,LinkedIn
Frontend Engineer (m/f/x),Atolls,"Winnipeg, Manitoba, Canada",2026-04-25,Not Specified,https://www.linkedin.com/jobs/view/4397313399,Canada,LinkedIn
DevOps Engineer,codeculture | Softwareentwicklungspartner,"Chemnitz, Saxony, Germany",2026-04-25,Not Specified,https://www.linkedin.com/jobs/view/4404191260,Germany,LinkedIn
C#/.NET Backend Developer - eMobility (SaaS),Deftpower,"Arnhem, Gelderland, Netherlands",2026-04-25,Not Specified,https://www.linkedin.com/jobs/view/4404126604,Netherlands,LinkedIn
Game Designer (Fight) – For Honor,Ubisoft Montréal,"Montreal, Quebec, Canada",2026-04-25,Not Specified,https://www.linkedin.com/jobs/view/4372626750,Canada,LinkedIn
UX/UI Designer:in - Düsseldorf / Remote (m/w/d),appsoluts GmbH,"Düsseldorf, North Rhine-Westphalia, Germany",2026-04-25,Not Specified,https://www.linkedin.com/jobs/view/4404159876,Germany,LinkedIn
Senior Product Designer,Planet,"Berlin, Berlin, Germany",2026-04-25,Not Specified,https://www.linkedin.com/jobs/view/4379982863,Germany,LinkedIn
DevOps Engineer,QuantumGate,"Abu Dhabi Emirate, United Arab Emirates",2026-04-25,Not Specified,https://www.linkedin.com/jobs/view/4404601088,UAE,LinkedIn
Linux System Engineers,CGI,"London, England, UK",2026-04-25,Not Specified,https://www.linkedin.com/jobs/view/4344552534,United Kingdom,LinkedIn
Senior Full-Stack Headless Developer,MediaCT,"Groningen, Groningen, Netherlands",2026-04-25,Not Specified,https://www.linkedin.com/jobs/view/4404138149,Netherlands,LinkedIn
Working Student UX Design & Research (all genders),Wikimedia Deutschland e. V.,"Berlin, Berlin, Germany",2026-04-25,Not Specified,https://www.linkedin.com/jobs/view/4404178744,Germany,LinkedIn
Package Consultant – SAP UX – Public Sektor / Defense (m/w/d),IBM,"Magdeburg, Saxony-Anhalt, Germany",2026-04-25,Not Specified,https://www.linkedin.com/jobs/view/4372627217,Germany,LinkedIn
AI/ML Engineer | Remote,Crossing Hurdles,Not Specified,2026-04-25,Not Specified,https://www.linkedin.com/jobs/view/4405745215,United Kingdom,LinkedIn
Android Engineer,Wallee Group,"Hamburg, Hamburg, Germany",2026-04-25,Not Specified,https://www.linkedin.com/jobs/view/4404181274,Germany,LinkedIn
Software Engineer,Accepted Deviation,"El Obour, Al Qalyubiyah, Egypt",2026-04-25,Not Specified,https://www.linkedin.com/jobs/view/4406956578,Egypt,LinkedIn
Machine Learning Engineer,targetjobs UK,"Greater London, England, UK",2026-04-25,Not Specified,https://www.linkedin.com/jobs/view/4405724115,United Kingdom,LinkedIn
eCommerce Data Analyst,Corsair,"Milpitas, CA",2026-04-25,Not Specified,https://www.linkedin.com/jobs/view/4330734459,United States,LinkedIn
"Software Engineer, Creator Sponsorships",Twitch,"San Francisco, CA",2026-04-25,Not Specified,https://www.linkedin.com/jobs/view/4344847178,United States,LinkedIn
Full Stack Developer | $15/hr Remote,Crossing Hurdles,Not Specified,2026-04-25,Not Specified,https://www.linkedin.com/jobs/view/4405738829,Egypt,LinkedIn
Backend Engineer (Python / JavaScript) | $15/hr Remote,Crossing Hurdles,Not Specified,2026-04-25,Not Specified,https://www.linkedin.com/jobs/view/4405747527,Egypt,LinkedIn
Senior Java Consultant,Elm Company,"Riyadh, Saudi Arabia",2026-04-25,Not Specified,https://www.linkedin.com/jobs/view/4404169480,Saudi Arabia,LinkedIn
